,source,title,cve_id,cwe_id,href,package,score,severity,date_published,version,refs,commit,commits,repo,sha_list,dates,ext_files,n_files,parents,messages,lang,n_lang
172,cvedetails,XSS,CVE-2012-6620,CWE-79,https://www.cvedetails.com/cve/CVE-2012-6620/,,4.3,,1/16/14,,"['https://exchange.xforce.ibmcloud.com/vulnerabilities/75563', 'http://lists.horde.org/archives/announce/2012/000766.html', 'http://www.securityfocus.com/bid/53731', 'http://bugs.horde.org/ticket/11189']",['https://github.com/horde/horde/commit/1228a6825a8dab3333d0a8c8986fc10d1f3d11b2'],1,horde/horde,['1228a6825a8dab3333d0a8c8986fc10d1f3d11b2'],"['05/12/2012, 11:32:19']","{'kronolith/docs/CHANGES', 'xml', 'js'}",3,[['ddb5b4a59bc708b0d366c91bd7a9245930248347']],['Escape content (Bug #11189).'],"{'js', 'xml'}",2
173,cvedetails,XSS,CVE-2012-5565,CWE-79,https://www.cvedetails.com/cve/CVE-2012-5565/,,4.3,,4/5/14,,"['http://lists.horde.org/archives/announce/2012/000833.html', 'http://lists.horde.org/archives/announce/2012/000840.html', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00020.html', 'https://www.openwall.com/lists/oss-security/2012/11/23/6']",['https://github.com/horde/horde/commit/1550c6ecd7204f9579fcbb09ec7089e01b0771e2'],1,horde/horde,['1550c6ecd7204f9579fcbb09ec7089e01b0771e2'],"['10/29/2012, 21:38:00']","{'xml', 'js', 'imp/docs/CHANGES'}",3,[['9037dfac8c4e74c9966c302a3b8a01ecb827c3e6']],"[""[mms] SECURITY: Fix obscure XSS issue if uploading a file in dynamic view from the browser's local filesystem that has a filename that contains HTML.\n\nThis attack requires a filesystem that supports angled brackets in\nfilenames (Windows does NOT; Linux does). Essentially, a user has to\nupload a malicious filename that they created on their own filesystem.\n\nConflicts:\n\timp/docs/CHANGES\n\timp/js/compose-dimp.js\n\timp/package.xml""]","{'js', 'xml'}",2
174,cvedetails,XSS,CVE-2011-3592,CWE-79,https://www.cvedetails.com/cve/CVE-2011-3592/,,3.5,,12/25/14,,"['https://bugzilla.redhat.com/show_bug.cgi?id=738681', 'https://www.phpmyadmin.net/home_page/security/PMASA-2011-14.php', 'https://www.openwall.com/lists/oss-security/2011/09/30/8']",['https://github.com/phpmyadmin/phpmyadmin/commit/2f28ce9c800274190418da0945ce3647d36e1db6'],1,phpmyadmin/phpmyadmin,['2f28ce9c800274190418da0945ce3647d36e1db6'],"['08/19/2011, 11:12:04']","{'js', 'ChangeLog'}",2,[['4039683ab3ca63c979948e02345b6d38452f8dee']],['[security] Fixed XSS in Inline Edit on save action'],{'js'},1
175,cvedetails,XSS,CVE-2011-3591,CWE-79,https://www.cvedetails.com/cve/CVE-2011-3591/,,3.5,,12/25/14,,"['https://bugzilla.redhat.com/show_bug.cgi?id=738681', 'https://www.phpmyadmin.net/home_page/security/PMASA-2011-14.php', 'https://www.openwall.com/lists/oss-security/2011/09/30/8']",['https://github.com/phpmyadmin/phpmyadmin/commit/bda213c58aec44925be661acb0e76c19483ea170'],1,phpmyadmin/phpmyadmin,['bda213c58aec44925be661acb0e76c19483ea170'],"['09/08/2011, 19:38:40']","{'js', 'ChangeLog'}",2,[['2f28ce9c800274190418da0945ce3647d36e1db6']],['Escape HTML in js-generated confirmation messages'],{'js'},1
176,cvedetails,XSS,CVE-2010-5312,CWE-79,https://www.cvedetails.com/cve/CVE-2010-5312/,,4.3,,11/24/14,,"['https://security.netapp.com/advisory/ntap-20190416-0007/', 'http://seclists.org/oss-sec/2014/q4/616', 'http://www.securityfocus.com/bid/71106', 'http://www.securitytracker.com/id/1037035', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/98696', 'https://www.debian.org/security/2015/dsa-3249', 'http://seclists.org/oss-sec/2014/q4/613', 'http://www.oracle.com/technetwork/security-advisory/cpuoct2016-2881722.html', 'http://bugs.jqueryui.com/ticket/6016', 'https://rhn.redhat.com/errata/RHSA-2015-1462.html', 'https://rhn.redhat.com/errata/RHSA-2015-0442.html']",['https://github.com/jquery/jquery-ui/commit/7e9060c109b928769a664dbcc2c17bd21231b6f3'],1,jquery/jquery-ui,['7e9060c109b928769a664dbcc2c17bd21231b6f3'],"['11/26/2012, 09:14:36']",{'js'},1,[['60486ac632a0a1bbbb0c7449fe17bccfae11af80']],"['Dialog: Extract setting the title into a _title method, use .text() to prevent XSS. Fixes #6016 - Dialog: Title XSS Vulnerability.']",{'js'},1
177,cvedetails,XSS,CVE-2016-7419,CWE-79,https://www.cvedetails.com/cve/CVE-2016-7419/,,3.5,,9/17/16,,"['https://nextcloud.com/security/advisory/?id=nc-sa-2016-001', 'https://owncloud.org/security/advisory/?id=oc-sa-2016-011', 'http://www.securityfocus.com/bid/92373', 'https://hackerone.com/reports/145355']",['https://github.com/nextcloud/gallery/commit/6933d27afe518967bd1b60e6a7eacd88288929fc'],1,nextcloud/gallery,['6933d27afe518967bd1b60e6a7eacd88288929fc'],"['07/03/2016, 21:27:04']",{'js'},1,[['9d3cd61d6ffa21c95466cf041ab1f6b8f2968b26']],['Add more escaping\n\nEscape folder names in share.js'],{'js'},1
179,cvedetails,#NAME?,CVE-2016-6494,CWE-200,https://www.cvedetails.com/cve/CVE-2016-6494/,,2.1,,10/3/16,,"['https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/5MCE2ZLFBNOK3TTWSTXZJQGZVP4EEJDL/', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=832908', 'https://bugzilla.redhat.com/show_bug.cgi?id=1362553', 'https://www.openwall.com/lists/oss-security/2016/07/29/4', 'https://jira.mongodb.org/browse/SERVER-25335', 'http://www.securityfocus.com/bid/92204', 'https://www.openwall.com/lists/oss-security/2016/07/29/8']",['https://github.com/mongodb/mongo/commit/035cf2afc04988b22cb67f4ebfd77e9b344cb6e0'],1,mongodb/mongo,['035cf2afc04988b22cb67f4ebfd77e9b344cb6e0'],"['09/06/2016, 01:44:20']","{'cpp', 'js'}",2,[['078f29b7ed3361c6d19ce55a7fa32643c9987cbd']],['SERVER-25335 avoid group and other permissions when creating .dbshell history file'],"{'js', 'cpp'}",2
180,cvedetails,XSS,CVE-2016-6320,CWE-79,https://www.cvedetails.com/cve/CVE-2016-6320/,,3.5,,8/19/16,,"['https://theforeman.org/security.html#2016-6320', 'http://www.securityfocus.com/bid/92431', 'https://access.redhat.com/errata/RHBA-2016:1885', 'https://bugzilla.redhat.com/show_bug.cgi?id=1365785', 'http://projects.theforeman.org/issues/16022']",['https://github.com/theforeman/foreman/pull/3714/commits/850c38451c7bbde75521b796d16aca26e4d240a0'],1,theforeman/foreman,['850c38451c7bbde75521b796d16aca26e4d240a0'],"['08/09/2016, 12:11:18']",{'js'},1,[['0069c98dcb50a8960f92397921cfb8a98dc8401e']],"[""Fixes #16022 - Prevent stored XSS in host interface form\n\nThe host interface form may contain a stored XSS in the identifier field\nallowing a user allowed to edit a host's interfaces to cause code\nexecution by another user viewing that host's edit form.""]",{'js'},1
181,cvedetails,XSS,CVE-2016-6186,CWE-79,https://www.cvedetails.com/cve/CVE-2016-6186/,,4.3,,8/5/16,,"['https://www.exploit-db.com/exploits/40129/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/KHHPN6MISX5I6UTXQHYLPTLEEUE6WDXW/', 'https://www.djangoproject.com/weblog/2016/jul/18/security-releases/', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DMLLFAUT4J4IP4P2KI4NOVWRMHA22WUJ/', 'http://www.securitytracker.com/id/1036338', 'https://www.ubuntu.com/usn/USN-3039-1', 'http://www.vulnerability-lab.com/get_content.php?id=1869', 'https://www.debian.org/security/2016/dsa-3622', 'http://www.securityfocus.com/archive/1/538947/100/0/threaded', 'http://www.securityfocus.com/bid/92058', 'https://rhn.redhat.com/errata/RHSA-2016-1596.html', 'http://seclists.org/fulldisclosure/2016/Jul/53', 'https://rhn.redhat.com/errata/RHSA-2016-1595.html', 'https://rhn.redhat.com/errata/RHSA-2016-1594.html', 'http://packetstormsecurity.com/files/137965/Django-3.3.0-Script-Insertion.html']","['https://github.com/django/django/commit/d03bf6fe4e9bf5b07de62c1a271c4b41a7d3d158', 'https://github.com/django/django/commit/f68e5a99164867ab0e071a936470958ed867479d']",2,django/django,"['d03bf6fe4e9bf5b07de62c1a271c4b41a7d3d158', 'f68e5a99164867ab0e071a936470958ed867479d']","['07/06/2016, 19:41:06', '07/06/2016, 19:41:06']","{'py', 'txt', 'js'}",3,"[['ab2f5f764a2f6db97e23cccd5c4f5abbb43d1caf'], ['358ae4a687729a0f8dc23e71616f90649e111231']]","[""[1.9.x] Fixed XSS in admin's add/change related popup.\n\nThis is a security fix."", ""[1.8.x] Fixed XSS in admin's add/change related popup.\n\nThis is a security fix.""]","{'js', 'txt', 'py'}",3
182,cvedetails,XSS,CVE-2016-5733,CWE-79,https://www.cvedetails.com/cve/CVE-2016-5733/,,4.3,,7/2/16,,"['https://www.phpmyadmin.net/security/PMASA-2016-26/', 'https://security.gentoo.org/glsa/201701-32', 'http://www.securityfocus.com/bid/91390', 'http://lists.opensuse.org/opensuse-updates/2016-06/msg00113.html', 'https://www.debian.org/security/2016/dsa-3627', 'http://lists.opensuse.org/opensuse-updates/2016-06/msg00114.html']","['https://github.com/phpmyadmin/phpmyadmin/commit/d648ade18d6cbb796a93261491c121f078df2d88', 'https://github.com/phpmyadmin/phpmyadmin/commit/be3ecbb4cca3fbe20e3b3aa4e049902d18b60865', 'https://github.com/phpmyadmin/phpmyadmin/commit/960fd1fd52023047a23d069178bfff7463c2cefc', 'https://github.com/phpmyadmin/phpmyadmin/commit/79661610f6f65443e0ec1e382a7240437f28436c', 'https://github.com/phpmyadmin/phpmyadmin/commit/615212a14d7d87712202f37354acf8581987fc5a', 'https://github.com/phpmyadmin/phpmyadmin/commit/895a131d2eb7e447757a35d5731c7d647823ea8b', 'https://github.com/phpmyadmin/phpmyadmin/commit/4d21b5c077db50c2a54b7f569d20f463cc2651f5', 'https://github.com/phpmyadmin/phpmyadmin/commit/8716855b309dbe65d7b9a5d681b80579b225b322']",8,phpmyadmin/phpmyadmin,"['d648ade18d6cbb796a93261491c121f078df2d88', 'be3ecbb4cca3fbe20e3b3aa4e049902d18b60865', '960fd1fd52023047a23d069178bfff7463c2cefc', '79661610f6f65443e0ec1e382a7240437f28436c', '615212a14d7d87712202f37354acf8581987fc5a', '895a131d2eb7e447757a35d5731c7d647823ea8b', '4d21b5c077db50c2a54b7f569d20f463cc2651f5', '8716855b309dbe65d7b9a5d681b80579b225b322']","['06/17/2016, 12:51:15', '06/17/2016, 13:38:48', '06/22/2016, 09:10:14', '06/20/2016, 08:03:40', '06/22/2016, 11:26:03', '06/20/2016, 08:06:42', '06/22/2016, 11:07:32', '06/17/2016, 12:45:29']","{'php', 'phtml', 'js'}",3,"[['8716855b309dbe65d7b9a5d681b80579b225b322'], ['d648ade18d6cbb796a93261491c121f078df2d88'], ['36df83a97a7f140fdb008b727a94f882847c6a6f'], ['1e5716cb96d46efc305381ae0da08e73fe340f05'], ['519e634a8d13dd8739646c4cf566bde4c7092143'], ['79661610f6f65443e0ec1e382a7240437f28436c'], ['57ae483bad33059a885366d5445b7e1f6f29860a'], ['0815af37f483f329f0c0565d68821fea9c47b5f5']]","['Escape binary log name\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Simplify and cleanup transformation plugins\n\nRemove PMA_transformation_global_html_replace which makes the code only\nmore confusing.\n\nAlso add escaping to browse transformations.\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Properly escape zoom search column type\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Escape attributes when showing images in javascript\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Do not allow javascript: links in transformation\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Escape HTML when rendering AJAX error\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Fixed rendering of chart of columns with HTML inside\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Properly escape translated string\n\nSigned-off-by: Michal Čihař <michal@cihar.com>']","{'js', 'phtml', 'php'}",3
183,cvedetails,XSS,CVE-2016-5705,CWE-79,https://www.cvedetails.com/cve/CVE-2016-5705/,,4.3,,7/2/16,,"['https://security.gentoo.org/glsa/201701-32', 'http://lists.opensuse.org/opensuse-updates/2016-06/msg00113.html', 'http://lists.opensuse.org/opensuse-updates/2016-06/msg00114.html', 'https://www.debian.org/security/2016/dsa-3627', 'http://www.securityfocus.com/bid/91378', 'https://www.phpmyadmin.net/security/PMASA-2016-21/']","['https://github.com/phpmyadmin/phpmyadmin/commit/03f73d48369703e0d3584699b08e24891c3295b8', 'https://github.com/phpmyadmin/phpmyadmin/commit/0b7416c5f4439ed3f11c023785f2d4c49a1b09fc', 'https://github.com/phpmyadmin/phpmyadmin/commit/364732e309cccb3fb56c938ed8d8bc0e04a3ca98', 'https://github.com/phpmyadmin/phpmyadmin/commit/36df83a97a7f140fdb008b727a94f882847c6a6f', 'https://github.com/phpmyadmin/phpmyadmin/commit/57ae483bad33059a885366d5445b7e1f6f29860a']",5,phpmyadmin/phpmyadmin,"['03f73d48369703e0d3584699b08e24891c3295b8', '0b7416c5f4439ed3f11c023785f2d4c49a1b09fc', '364732e309cccb3fb56c938ed8d8bc0e04a3ca98', '36df83a97a7f140fdb008b727a94f882847c6a6f', '57ae483bad33059a885366d5445b7e1f6f29860a']","['06/15/2016, 10:48:57', '06/22/2016, 08:53:08', '06/20/2016, 08:10:31', '06/22/2016, 09:00:14', '06/22/2016, 09:14:57']","{'php', 'js'}",2,"[['72213573182896bd6a6e5af5ba1881dd87c4a20b'], ['792cd1262f012b9b13639519d414f2acaeb5e972'], ['895a131d2eb7e447757a35d5731c7d647823ea8b'], ['d95a4a2f96c9b080f3364defcc1cd6ecd8bdc2be'], ['960fd1fd52023047a23d069178bfff7463c2cefc']]","['Fix XSS on server privileges\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Escape user group when displaying\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Escape error message from server\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Escape saved search name\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Escape database name when showing dialog\n\nSigned-off-by: Michal Čihař <michal@cihar.com>']","{'js', 'php'}",2
185,cvedetails,XSS,CVE-2016-4567,CWE-79,https://www.cvedetails.com/cve/CVE-2016-4567/,,4.3,,5/21/16,,"['https://www.openwall.com/lists/oss-security/2016/05/07/2', 'https://wpvulndb.com/vulnerabilities/8488', 'https://wordpress.org/news/2016/05/wordpress-4-5-2/', 'https://core.trac.wordpress.org/changeset/37371', 'https://codex.wordpress.org/Version_4.5.2', 'http://www.securitytracker.com/id/1035818']",['https://github.com/johndyer/mediaelement/commit/34834eef8ac830b9145df169ec22016a4350f06e'],1,johndyer/mediaelement,['34834eef8ac830b9145df169ec22016a4350f06e'],"['05/04/2016, 20:53:35']","{'as', 'js'}",2,[['9971d0bb555b3f7ac5ed6cd895fc31b74f605433']],['Simplify allowed Flash querystring parameters'],"{'js', 'as'}",2
186,cvedetails,DoS CSRF,CVE-2016-4069,CWE-352,https://www.cvedetails.com/cve/CVE-2016-4069/,,6.8,,8/25/16,,"['http://lists.opensuse.org/opensuse-updates/2016-08/msg00079.html', 'https://www.openwall.com/lists/oss-security/2016/04/23/4', 'http://www.securityfocus.com/bid/92654']","['https://github.com/roundcube/roundcubemail/commit/4a408843b0ef816daf70a472a02b78cd6073a4d5', 'https://github.com/roundcube/roundcubemail/commit/699af1e5206ed9114322adaa3c25c1c969640a53']",2,roundcube/roundcubemail,"['4a408843b0ef816daf70a472a02b78cd6073a4d5', '699af1e5206ed9114322adaa3c25c1c969640a53']","['01/16/2016, 16:48:22', '01/16/2016, 16:48:22']","{'php', 'inc', 'js'}",3,"[['d4df3748cfaacadf52b19eb37b2a476df80525a9'], ['b01689caf8e372d40112eda0f14a84eed41389d5']]","['Protect download urls against CSRF using unique request tokens (#1490642)\nSend X-Frame-Options headers with every HTTP response', 'Protect download urls against CSRF using unique request tokens (#1490642)\nSend X-Frame-Options headers with every HTTP response\n\nConflicts:\n\tplugins/enigma/enigma.js\n\tplugins/enigma/lib/enigma_ui.php\n\tprogram/lib/Roundcube/rcube_message.php']","{'js', 'inc', 'php'}",3
187,cvedetails,#NAME?,CVE-2016-3956,CWE-200,https://www.cvedetails.com/cve/CVE-2016-3956/,,5.0,,7/2/16,,"['http://blog.npmjs.org/post/142036323955/fixing-a-bearer-token-vulnerability', 'https://nodejs.org/en/blog/vulnerability/npm-tokens-leak-march-2016/', 'https://www-01.ibm.com/support/docview.wss?uid=swg21980827']","['https://github.com/npm/npm/commit/f67ecad59e99a03e5aad8e93cd1a086ae087cb29', 'https://github.com/npm/npm/commit/fea8cc92cee02c720b58f95f14d315507ccad401']",2,npm/npm,"['f67ecad59e99a03e5aad8e93cd1a086ae087cb29', 'fea8cc92cee02c720b58f95f14d315507ccad401']","['03/17/2016, 06:17:33', '03/17/2016, 06:17:33']","{'js', 'md'}",2,"[['ffa428a4eee482aa620819bc8df994a76fad7b0c'], ['df2cc02fafbb31f6257f686c652d34049d5faddc']]","['config: only send token to registry hosts\n\nFixes: #8380\nCredit: @othiym23\nReviewed-By: @zkat', 'config: only send token to registry hosts\n\nFixes: #8380\nCredit: @othiym23\nReviewed-By: @zkat']","{'js', 'md'}",2
188,cvedetails,XSS,CVE-2016-2561,CWE-79,https://www.cvedetails.com/cve/CVE-2016-2561/,,3.5,,3/1/16,,"['https://lists.fedoraproject.org/pipermail/package-announce/2016-March/178869.html', 'https://www.phpmyadmin.net/security/PMASA-2016-12/', 'https://www.debian.org/security/2016/dsa-3627', 'http://lists.opensuse.org/opensuse-updates/2016-03/msg00020.html', 'http://lists.opensuse.org/opensuse-updates/2016-03/msg00018.html', 'https://lists.fedoraproject.org/pipermail/package-announce/2016-March/178562.html']","['https://github.com/phpmyadmin/phpmyadmin/commit/cc55f44a4a90147a007dee1aefa1cb529e23798b', 'https://github.com/phpmyadmin/phpmyadmin/commit/f33a42f1da9db943a67bda7d29f7dd91957a8e7e', 'https://github.com/phpmyadmin/phpmyadmin/commit/746240bd13b62b5956fc34389cfbdc09e1e67775', 'https://github.com/phpmyadmin/phpmyadmin/commit/983faa94f161df3623ecd371d3696a1b3f91c15f', 'https://github.com/phpmyadmin/phpmyadmin/commit/bcd4ce8cba1272fca52f2331c08f2e3ac19cbbef', 'https://github.com/phpmyadmin/phpmyadmin/commit/37c34d089aa19f30d11203bb0c7f85b486424372']",6,phpmyadmin/phpmyadmin,"['cc55f44a4a90147a007dee1aefa1cb529e23798b', 'f33a42f1da9db943a67bda7d29f7dd91957a8e7e', '746240bd13b62b5956fc34389cfbdc09e1e67775', '983faa94f161df3623ecd371d3696a1b3f91c15f', 'bcd4ce8cba1272fca52f2331c08f2e3ac19cbbef', '37c34d089aa19f30d11203bb0c7f85b486424372']","['02/29/2016, 00:12:07', '02/25/2016, 10:38:32', '02/25/2016, 09:08:38', '02/25/2016, 10:30:14', '02/26/2016, 22:56:12', '02/25/2016, 10:51:27']","{'php', 'phtml', 'js'}",3,"[['ab1283e8366c97a155d4e9ae58628a248458ea32'], ['b3d36dc836df31a7d1b1c4f61f578a9b42bd1f98'], ['38fa1191049ac0c626a6684eea52068dfbbb5078'], ['16a6a02fca663264de9b034f4acad9c92295586f'], ['9bce7dafaf746559c617f674e27b9c0f75ae97a2'], ['f33a42f1da9db943a67bda7d29f7dd91957a8e7e']]","['Fix XSS in Central columns page\n\nSigned-off-by: Madhura Jayaratne <madhura.cj@gmail.com>', 'Fix XSS in normalization.js\n\nSigned-off-by: Madhura Jayaratne <madhura.cj@gmail.com>', 'Fix XSS in normalization\n\nSigned-off-by: Madhura Jayaratne <madhura.cj@gmail.com>', 'Fix XSS in database structure page\n\nForward ported commit 90df124797175688a63be0d0a311210e92f09895\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Fix XSS in normalization.js\n\nSigned-off-by: Madhura Jayaratne <madhura.cj@gmail.com>', 'Escape selectors\n\nSigned-off-by: Madhura Jayaratne <madhura.cj@gmail.com>']","{'js', 'phtml', 'php'}",3
189,cvedetails,XSS,CVE-2016-2560,CWE-79,https://www.cvedetails.com/cve/CVE-2016-2560/,,4.3,,3/1/16,,"['https://www.phpmyadmin.net/security/PMASA-2016-11/', 'http://lists.opensuse.org/opensuse-updates/2016-03/msg00018.html', 'http://lists.opensuse.org/opensuse-updates/2016-03/msg00020.html', 'https://lists.fedoraproject.org/pipermail/package-announce/2016-March/178869.html', 'https://lists.fedoraproject.org/pipermail/package-announce/2016-March/178562.html', 'https://www.debian.org/security/2016/dsa-3627']","['https://github.com/phpmyadmin/phpmyadmin/commit/c842a0de9288033d25404d1d6eb22dd83033675f', 'https://github.com/phpmyadmin/phpmyadmin/commit/7877a9c0084bf8ae15cbd8d2729b126271f682cc', 'https://github.com/phpmyadmin/phpmyadmin/commit/ab1283e8366c97a155d4e9ae58628a248458ea32', 'https://github.com/phpmyadmin/phpmyadmin/commit/38fa1191049ac0c626a6684eea52068dfbbb5078', 'https://github.com/phpmyadmin/phpmyadmin/commit/41c4e0214c286f28830cca54423b5db57e7c0ce4']",5,phpmyadmin/phpmyadmin,"['c842a0de9288033d25404d1d6eb22dd83033675f', '7877a9c0084bf8ae15cbd8d2729b126271f682cc', 'ab1283e8366c97a155d4e9ae58628a248458ea32', '38fa1191049ac0c626a6684eea52068dfbbb5078', '41c4e0214c286f28830cca54423b5db57e7c0ce4']","['02/25/2016, 09:23:23', '02/25/2016, 08:13:09', '02/29/2016, 00:08:38', '02/25/2016, 08:57:29', '02/29/2016, 01:26:44']","{'php', 'js'}",2,"[['e65f375918a1eef5b1289d890ced645d3925464a'], ['3a6a9a807d99371ee126635e1a505fc1fe0df32c'], ['bcd4ce8cba1272fca52f2331c08f2e3ac19cbbef'], ['983faa94f161df3623ecd371d3696a1b3f91c15f'], ['cc55f44a4a90147a007dee1aefa1cb529e23798b']]","['Use correct headers for json data\n\nIt was previously not marked as such what could potentially lead to\nbrowsers doing some autodetection.\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Escape SQL query for inline editing\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Fix XSS in User accounts page\n\nSigned-off-by: Madhura Jayaratne <madhura.cj@gmail.com>', 'Urlencode hostname\n\nThis can come from the HTTP header, so we need to be sure to sanitize\nit.\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', 'Fix XSS in zoom search\n\nSigned-off-by: Madhura Jayaratne <madhura.cj@gmail.com>']","{'js', 'php'}",2
190,cvedetails,DoS,CVE-2016-2537,CWE-20,https://www.cvedetails.com/cve/CVE-2016-2537/,,5.0,,2/23/16,,['https://nodesecurity.io/advisories/76'],['https://github.com/mafintosh/is-my-json-valid/commit/eca4beb21e61877d76fdf6bea771f72f39544d9b'],1,mafintosh/is-my-json-valid,['eca4beb21e61877d76fdf6bea771f72f39544d9b'],"['01/17/2016, 21:55:32']",{'js'},1,[['822c5815f7ae4c50ed0c71451cb4dc3ea177be14']],['fix utc-millisec regex to avoid a ddos attack'],{'js'},1
192,cvedetails,XSS,CVE-2016-2045,CWE-79,https://www.cvedetails.com/cve/CVE-2016-2045/,,3.5,,2/19/16,,"['https://lists.fedoraproject.org/pipermail/package-announce/2016-February/176483.html', 'https://lists.fedoraproject.org/pipermail/package-announce/2016-February/176739.html', 'https://www.phpmyadmin.net/home_page/security/PMASA-2016-9.php']","['https://github.com/phpmyadmin/phpmyadmin/commit/0a24f92d081033576bfdd9d4bdec1a54501734c1', 'https://github.com/phpmyadmin/phpmyadmin/commit/11496890d7e21786cbfd9fd17ab968f498116b3f']",2,phpmyadmin/phpmyadmin,"['0a24f92d081033576bfdd9d4bdec1a54501734c1', '11496890d7e21786cbfd9fd17ab968f498116b3f']","['01/18/2016, 08:24:23', '01/19/2016, 09:17:20']","{'php', 'js'}",2,"[['dbb267308dfcc458570e3c0af7835059aa06126c'], ['0a24f92d081033576bfdd9d4bdec1a54501734c1']]","['Set correct content type for JSON responses\n\nSigned-off-by: Michal Čihař <michal@cihar.com>', ""Tell jQuery we're expecting JSON here\n\nIt's better to be explicit rather than relying on autodetection.\n\nSigned-off-by: Michal Čihař <michal@cihar.com>""]","{'js', 'php'}",2
193,cvedetails,XSS,CVE-2016-2043,CWE-79,https://www.cvedetails.com/cve/CVE-2016-2043/,,3.5,,2/19/16,,"['https://www.phpmyadmin.net/home_page/security/PMASA-2016-7.php', 'https://lists.fedoraproject.org/pipermail/package-announce/2016-February/176739.html', 'http://lists.opensuse.org/opensuse-updates/2016-02/msg00049.html', 'http://lists.opensuse.org/opensuse-updates/2016-02/msg00028.html', 'https://lists.fedoraproject.org/pipermail/package-announce/2016-February/176483.html']",['https://github.com/phpmyadmin/phpmyadmin/commit/019c4f25d500ec5db9ba3b84cc961a7e4e850738'],1,phpmyadmin/phpmyadmin,['019c4f25d500ec5db9ba3b84cc961a7e4e850738'],"['01/18/2016, 04:24:30']",{'js'},1,[['5aee5035646c4fc617564cb0d3d58c0435d64d81']],['Fix XSS in normalization.php\n\nSigned-off-by: Madhura Jayaratne <madhura.cj@gmail.com>'],{'js'},1
195,cvedetails,XSS,CVE-2015-5720,CWE-79,https://www.cvedetails.com/cve/CVE-2015-5720/,,4.3,,9/3/16,,"['https://www.circl.lu/advisory/CVE-2015-5720/', 'http://www.securityfocus.com/bid/92738']",['https://github.com/MISP/MISP/commit/812ac878c3645c02e2a599287117418424cbd4cf'],1,MISP/MISP,['812ac878c3645c02e2a599287117418424cbd4cf'],"['07/01/2015, 06:42:21']","{'ctp', 'js'}",2,[['415d85102d5aa5f96f4f11a17c86b59bb9cc0d56']],['Fix to XSS in the template creation process'],"{'js', 'ctp'}",2
196,cvedetails,#NAME?,CVE-2015-2286,CWE-200,https://www.cvedetails.com/cve/CVE-2015-2286/,,4.3,,3/19/16,,['https://open.edx.org/CVE-2015-2286'],['https://github.com/edx/edx-platform/commit/a1ffcc52594b1e7240501aab0ea145f1da3edb5a'],1,edx/edx-platform,['a1ffcc52594b1e7240501aab0ea145f1da3edb5a'],"['01/13/2015, 12:30:17']","{'html', 'js'}",2,[['753a3be75e23b6012018c4b98aa01bf274626ece']],['Disable referrer (TNL-1144)'],"{'js', 'html'}",2
197,cvedetails,Exec Code,CVE-2017-1001004,CWE-20,https://www.cvedetails.com/cve/CVE-2017-1001004/,,6.8,,11/27/17,,[],['https://github.com/josdejong/typed-function/commit/6478ef4f2c3f3c2d9f2c820e2db4b4ba3425e6fe'],1,josdejong/typed-function,['6478ef4f2c3f3c2d9f2c820e2db4b4ba3425e6fe'],"['11/18/2017, 19:13:55']","{'md', 'js'}",2,[['9a8cac3cb8ae89fd0a9b3ae2dfde27cd1aa5a60a']],['Fixed a security issue allowing to execute aritrary JavaScript code via a specially prepared function name of a typed function'],"{'js', 'md'}",2
198,cvedetails,,CVE-2017-1001003,CWE-20,https://www.cvedetails.com/cve/CVE-2017-1001003/,,7.5,,11/27/17,,[],['https://github.com/josdejong/mathjs/commit/a60f3c8d9dd714244aed7a5569c3dccaa3a4e761'],1,josdejong/mathjs,['a60f3c8d9dd714244aed7a5569c3dccaa3a4e761'],"['11/18/2017, 19:11:48']","{'md', 'js'}",2,[['8d2d48d81b3c233fb64eb2ec1d7a9e1cf6a55a90']],['Fixed a security issue where forbidden properties like constructor could be replaced by using unicode characters when creating an object'],"{'js', 'md'}",2
